"NumerodoAluno";"SIUPTAnoLetivo";"kMotivoDeAnulacaoSuspens";"Resultado";"snome";"estado";"TextoRequerimento";"tamanho";"Inicio";"Filtro_A";"filtro_B";"Categoria"
"40360";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: COLOCADO NOUTRA FACULDADE NA 2 FASE.";"0";"Anulação Da Matrícula Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"39400";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: DEVIDO A MATRICULA NOUTRA INSTITUICAO UNIVERSITARIA, VENHO POR ESTE MEIO, CANCELAR A MINHA MATRICULA";"0";"Anulação Da Matrícula Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"39949";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO/CANCELAMENTO DE MATRICULA MOTIVO: BOA TARDE,  POR MOTIVOS DE ORDEM PESSOAL E PROFISSIONAL, RELACIONADAS COM A ALTERACAO DE CONDICOES SOCIO-ECONOMICAS, SOLICITO A ANULACAO/CANCELAMENTO DA MATRICULA NO CURSO DE GESTAO NO PRESENTE ANO LETIVO.  CERTO DA V/ COMPREENSAO, SUBSCREVO-ME  ATENTAMENTE";"0";"PEDIDO DE ANULAÇÃO/CANCELAMENTO DE MATRICULA Motivo";"PEDIDO";"Trabalho";"INCOMPATIBILIDADE COM ATIVIDADE PROFISSIONAL"
"40489";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: DUVIDAS NO CURSO A SEGUIR E DIFICULDADES FINANCEIRAS";"0";"Anulação Da Matrícula Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"40062";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: ADMISSAO NA UNIVERSIDADE PUBLICA";"0";"Anulação da Matrícula Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"39902";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: COLOCADO NA 2 FASE DO ENSINO PUBLICO.";"0";"Anulação Da Matrícula Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"43263";"2021/2022";"3";"Deferido";"Não identificação com o curso";"Despachado";"ANULACAO DE MATRICULA - FRANCISCO RAMOS PINTO 43263 MOTIVO: O CURSO ESCOLHIDO ACABOU POR NAO SER O QUE EU ESPERAVA, EMBORA NO INICIO ESTIVESSE MOTIVADO PARA O CONCLUIR, A MANEIRA COMO ESTE SE FOI DESENVOLVENDO ACABOU POR NAO ME CATIVAR. SENDO O MEU FUTURO O QUE ESTA EM JOGO PREFERI AGIR QUERENDO MUDAR PARA ALGO DIFERENTE E ASSIM PROCEDO A ANULACAO DA MINHA MATRICULA NESTA CASA. INFELIZMENTE PAGUEI O ANO TODO 2021/2022 E AGRADECIA O REEMBOLSO DOS MESES EM QUE JA NAO VOU ESTAR A FREQUENTAR A PORTUCALENSE. NESTE CASO DE FEVEREIRO ATE AO FINAL. MUITO OBRIGADO.&#13; &#13; FRANCISCO RAMOS PINTO N 43263";"0";""Anulação de matricula - Francisco Ramos Pinto 43263 Motivo";""ANULACAO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"43695";"2021/2022";"8";"Deferido";"Motivos de saúde";"Despachado";"TRANCAMENTO MATRICULA MOTIVO: VENHO POR MEIO DESTE SOLICITAR A ANULACAO DA MINHA MATRICULA NO SEGUNDO MODULO DO MESTRADO, INICIADO EM JANEIRO DE 2022, COM O TRANCAMENTO DO CURSO.";"0";"Trancamento matrícula Motivo";"TRANCAMENTO";"Motivos de saúde";"MOTIVOS DE SAUDE"
"44426";"2021/2022";"4";"Deferido";"Curso não cumpre expectativas";"Despachado";"ANULACAO DE MATRICULA MOTIVO: APOS ESTAR INSERIDA DURANTE 2 MESES NO CURSO DE MARKETING O MESMO NAO CORRESPONDEU AS MINHA EXPECTATIVAS INICIAS , E POR ISSO MESMO , E POR ISSO MESMO EFETUAREI A ANULACAO DA MATRICULA DO ANO LETIVO 2021/22";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Curso não cumpre expectativas";"NAO IDENTIFICACAO COM O CURSO"
"44791";"2021/2022";"6";"Deferido";"Motivos financeiros";"Despachado";"ANULACAO DE INSCRICAO MOTIVO: BOA TARDE, INFELIZMENTE VOU TER QUE SUSPENDER/ANULAR A INSCRICAO POR MOTIVOS PESSOAIS, PROFISSIONAIS E FINANCEIROS";"0";"Anulação de inscrição Motivo";"ANULACAO";"Motivos financeiros";"MOTIVOS FINANCEIROS"
"44738";"2021/2022";"3";"Deferido";"Não identificação com o curso";"Despachado";"ANULACAO DA MATRICULA MOTIVO: O PRIMEIRO SEMESTRE DEU PARA EU ME APERCEBER QUE NAO ME IDENTIFICO COM O CURSO, A UNIVERSIDADE E INCRIVEL E OS DOCENTES TAMBEM. SIMPLESMENTE NAO ME IDENTIFICO";"0";"anulação da matrícula  Motivo";"ANULACAO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"47303";"2022/2023";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"PEDIDO DE ANULCAO DE MATRICULA MOTIVO: ENTREI NOUTRO CURSO QUE TINHA CANDIDATADO EM OUTRA FACULDADE NA QUAL TENHO PERFERENCIA.";"0";"Pedido de anulção de matricula Motivo";"PEDIDO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"47231";"2022/2023";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DA MATRICULA MOTIVO: UMA VEZ QUE FUI ACEITE NA UNIVERSIDADE DO PORTO, DECLARO QUE PRETENDO ABANDONAR A UNIVERSIDADE PORTUCALENSE, DE MODO A EMIGRAR PARA O ENSINO PUBLICO.";"0";"Anulação da Matricula Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"47020";"2022/2023";"4";"Deferido";"Curso não cumpre expectativas";"Despachado";"ANULACAO MOTIVO: ANULACAO";"0";"Anulação  Motivo";"ANULACAO";"Curso não cumpre expectativas";"NAO IDENTIFICACAO COM O CURSO"
"42069";"2021/2022";"2";"Indeferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DA MATRICULA MOTIVO: BOA TARDE, POR MOTIVOS PESSOAIS PRETENDO PEDIR A ANULACAO DA MATRICULA. &#13; GRATO PELA ATENCAO!&#13; ATENTADAMENTE, &#13; RICARDO TORRES.";"0";""Anulação da matricula  Motivo";""ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"47377";"2022/2023";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DA MATRICULA MOTIVO: COLOCACAO EM OUTRA UNIVERSIDADE";"0";"Anulação da Matrícula Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"44776";"2022/2023";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DA MATRICULA MOTIVO: QUERIA ANULAR A MATRICULA, POIS CONSEGUI ENTRAR NA UNIVERSIDADE QUE SEMPRE QUIS, QUE E A UNIVERSIDADE DO MINHO";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"47220";"2022/2023";"7";"Deferido";"Incompatibilidade com atividade profissional";"Despachado";"PEDIDO DE ANULACAO DE MATRICULA MOTIVO: VENHO POR ESTE MEIO FAZER O PEDIDO DE ANULACAO DA MINHA MATRICULA NO CURSO DE PSICOLOGIA (1ºCICLO), PELO FACTO DE ME SER IMPOSSIVEL FREQUENTAR AS AULAS, TENDO EM CONSIDERACAO QUE ESTE CURSO SO EXISTE EM REGIME DIURNO. A DATA DA MATRICULA INFORMARAM-ME QUE NAO IRIA EXISTIR EM REGIME POS-LABORAL E EU ARRISQUEI. POREM, JA NA POSSE DO MEU HORARIO DE TRABALHO E DISTRIBUICAO DE SERVICO (PROFESSORA DO 3º CICLO DO ENSINO BASICO E DIRETORA DE TURMA) VERIFICO QUE O MESMO E INCOMPATIVEL COM A DINAMICA E HORARIO DO CURSO. PEDE DEFERIMENTO; ATENCIOSAMENTE.";"0";""Pedido de Anulação de Matrícula  Motivo";""PEDIDO";"Incompatibilidade com atividade profissional";"INCOMPATIBILIDADE COM ATIVIDADE PROFISSIONAL"
"42810";"2021/2022";"6";"Indeferido";"Motivos financeiros";"Despachado";"CONGELAMENTO DE MATRICULA MOTIVO: VENHO POR ESTE MEIO REQUERER O CONGELAMENTO DE MATRICULA, UMA VEZ QUE DEVIDO A MINHA SITUACAO FINANCEIRA ATUAL, NAO ME E POSSIVEL CONTINUAR A ESTUDAR NA INSTITUICAO.";"0";"Congelamento de matrícula Motivo";"CONGELAMENTO";"Motivos financeiros";"MOTIVOS FINANCEIROS"
"47046";"2022/2023";"3";"Deferido";"Não identificação com o curso";"Despachado";"ANULACAO DE MATRICULA MOTIVO: NAO SE IDENTIFICA COM O CURSO";"0";"Anulação de matricula Motivo";"ANULACAO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"47497";"2022/2023";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO DE MATRICULA MOTIVO: COLOCADA NOUTRA FACULDADE";"0";"Anulação de matrícula Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"40004";"2022/2023";"3";"Deferido";"Não identificação com o curso";"Despachado";"ANULACAO DE MATRICULA / CESSAR ATIVIDADE DE ESTUDANTE DA UNIVERSIDADE MOTIVO: BOA TARDE, &#13; &#13; PECO QUE SEJA ANULADA A MINHA MATRICULA NA UNIVERSIDADE PORTUCALENSE, ABANDONANDO O CARGO DE ALUNO DA UNIVERSIDADE.&#13; UMA VEZ QUE JA EFETUEI O PAGAMENTO DA INSCRICAO NO PRESENTE ANO LETIVO, O QUAL NAO IREI FREQUENTAR, SOLICITO A DEVOLUCAO DESSE MONTANTE. &#13; O MESMO SE APLICA A QUANTIA AINDA RETIDA NO MEU CARTAO DE ESTUDANTE, QUE JA NAO IREI MAIS UTILIZAR.&#13; AGRADECO O TRATAMENTO DO ASSUNTO O MAIS BREVEMENTE POSSIVEL.&#13; &#13; CUMPRIMENTOS,&#13; &#13; RUI TAVARES";"0";""Anulação de Matrícula / Cessar Atividade de Estudante da Universidade Motivo";""ANULACAO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"47269";"2022/2023";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"UNIVERSIDADE DA BEIRA INTERIOR MOTIVO: QUESTOES FINANCEIRAS";"0";"Universidade da Beira Interior Motivo";"UNIVERSIDADE";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"39994";"2021/2022";"3";"Indeferido";"Não identificação com o curso";"Despachado";"PEDIDO DE ANULACAO MOTIVO: PECO POR ESTE MEIO, O CONGELAMENTO DA MINHA MATRICULA&#13; &#13; CUMPRIMENTOS, &#13; DANIELA LEAL";"0";""Pedido de anulação  Motivo";""PEDIDO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
"47207";"2022/2023";"1";"Deferido";"Não identificação com a Universidade";"Despachado";"NAO PRETENDO SEGUIR NA UNIVERSIDADE PORTUCALENSE MOTIVO: NAO ME IDENTIFICO COM A UNIVERSIDADE E PRETENDO SEGUIR ESTUDOS NOUTRO ESTABELECIMENTO";"0";"Não pretendo seguir na Universidade Portucalense Motivo";"NAO";"Não identificação com a Universidade";"NAO IDENTIFICACAO COM A UNIVERSIDADE"
"39782";"2022/2023";"8";"Deferido";"Motivos de saúde";"Despachado";"ANULACAO INSCRICAO E MATRICULA CURSO DOUTORAMENTO MOTIVO: POR MOTIVO DE SAUDE E TRATAMENTO DE CANCER DE MINHA COM 83 ANOS DE IDADE, NO BRASIL. ALEM DE OUTRAS QUESTOES PROFISSIONAIS INSTITUCIONAIS, NO BRASIL.";"0";"Anulação inscrição e matricula curso doutoramento Motivo";"ANULACAO";"Motivos de saúde";"MOTIVOS DE SAUDE"
"47656";"2022/2023";"5";"Deferido";"Não era o Curso pretendido";"Despachado";"ANULACAO DA MATRICULA E INSCRICAO NA 3 FASE MOTIVO: CANDIDATEI-ME PARA A LICENCIATURA DE DIREITO NA 2 FASE, ENTREI E JA EFETUEI O PAGAMENTO DA MATRICULA, SEGURO E PROPINA DE SETEMBRO. NO ENTANTO, PRETENDO SEGUIR PSICOLOGIA E, CONSEQUENTEMENTE, REALIZAR UMA CANDIDATURA A 3 FASE NA LICENCIATURA DE PSICOLOGIA. SEI QUE SO POSSO REALIZAR A CANDIDATURA PRETENDIDA ASSIM QUE A ANULACAO DA MATRICULA FOR EFETUADA, POR ISSO AGUARDO A VOSSA DECISAO.&#13; OBRIGADA PELA ATENCAO.";"0";""Anulação da matrícula e inscrição na 3ª fase Motivo";""ANULACAO";"Não era o Curso pretendido";"NAO IDENTIFICACAO COM O CURSO"
"44125";"2022/2023";"6";"Deferido";"Motivos financeiros";"Despachado";"PEDIDO DE ANULACAO DA MATRICULA MOTIVO: VENHO POR MEIO DESTE PEDIR A ANULACAO DA MATRICULA POR MOTIVOS FINANCEIROS.";"0";"Pedido de anulação da matrícula Motivo";"PEDIDO";"Motivos financeiros";"MOTIVOS FINANCEIROS"
"39043";"2017/2018";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: SOU ATLETA DE ALTA COMPETICAO, E COMO TAL NAO CONSEGUI CONCILIAR OS ESTUDOS COM AS EXIGENCIAS DESPORTIVAS. NAO COMPARECENDO, DESDE JANEIRO, TANTO AS AULAS COMO AOS EXAMES. AGRADECIA A VOSSA CONFIRMACAO E CONSIDERACAO.";"0";"Anulação Da Matrícula Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"39043";"2017/2018";"NULL";"Indeferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: SOU ATLETA DE ALTA COMPETICAO, E COMO TAL NAO CONSEGUI CONCILIAR OS ESTUDOS COM AS EXIGENCIAS DESPORTIVAS. NAO COMPARECENDO, DESDE JANEIRO, TANTO AS AULAS COMO AOS EXAMES. AGRADECIA A VOSSA CONFIRMACAO E CONSIDERACAO.";"0";"Anulação Da Matrícula Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"39962";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: MUDANCA DE CURSO.";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Mudança de Curso";"NAO IDENTIFICACAO COM O CURSO"
"40015";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"CONGELAR MATRICULA MOTIVO: VOU PARA FRANCA MORAR";"0";"Congelar matricula Motivo";"CONGELAR";"Mudança";"MOTIVACAO PESSOAL"
"40244";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA E ACERTO DE CONTAS. MOTIVO: OPTEI POR ANULAR A MATRICULA POIS OS MEUS PAIS VAO EMIGRAR E EU NAO TENHO CONDICOES PARA PERMANECER SOZINHO NO PAIS . TENDO EM CONTA QUE EFETUAMOS O PAGAMENTO ADIANTADO DOS MESES DE JANEIRO E FEVEREIRO AGRADECO QUE EFETUEM O ACERTO DE CONTAS (INFORMEI-ME NA SECRETARIA SOBRE A POSSIBILIDADE DISTO). QUERO ENTAO REFORCAR QUE A SAIDA DA INSTITUICAO E REALMENTE POR QUESTOES ECONOMICAS E PORTANTO NAO TENHO OUTRA OPCAO QUE NAO SEJA A DE EMIGRAR TAMBEM. COM OS MELHORES CUMPRIMENTOS, PEDRO REIS";"0";"Anulação de matricula e acerto de contas. Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"40345";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: MUDANCA DE CURSO. NOTA: EM 17/12/2018 ENVIEI UM E-MAIL PARA O DEPARTAMENTO DA SECRETARIA ACADEMICA, JA COM ESTE PROPOSITO DE SOLICITAR A ANULACAO DA MATRICULA. SEM MAIS, AGRADECO A ATENCAO DISPONIBILIZADA E AGUARDO O VOSSO DIFERIMENTO. CUMPRIMENTOS, BRUNO REINA PINTO DE SOUSA, ALUNO Nº40345";"0";"Anulaçao de matricula Motivo";"ANULACAO";"Mudança de Curso";"NAO IDENTIFICACAO COM O CURSO"
"39430";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANLUCAO DA MATRICULA MOTIVO: ANULO A MATRICULO PORQUE NESTE ANO VOU REALIZAR OUTRO CURSO NOUTRO LUGAR";"0";"anlucao da matricula  Motivo";"ANLUCAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"36852";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA DO ANO LETIVO 2018/2019 MOTIVO: REQUERIA A VOSSA EXCELENCIA A ANULACAO DA MATRICULA DO PRESENTE ANO, NOMEADAMENTE, 2018/2019 NA UNIVERSIDADE EM QUESTAO, RESPETIVAMENTE, UNIVERSIDADE PORTUCALENSE INFANTE D. HENRIQUE. E DE SUBLINHAR QUE, ESTOU MATRICULADO NA LICENCIATURA EM DIREITO, SENDO O MEU NUMERO DE ALUNO O 36852. EM SUMA, REQUERIA A ANULACAO DA MATRICULA. NAO POSSO DEIXAR DE REFERIR QUE, IREI ANULAR, UMA VEZ QUE, PRETENDO MUDAR DE CURSO NO ENSINO SUPERIOR. SUBSCREVO-ME COM A MAXIMA CONSIDERACAO, BERNARDO FRANCO.";"0";"Anulação da Matrícula do ano letivo 2018/2019 Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"39005";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: NAO PRETENDO CONCLUIR A LICENCIATURA EM DIREITO.";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"39005";"2018/2019";"NULL";"NULL";"NULL";"Cancelado";"ANULACAO DA MATRICULA MOTIVO: NAO PRETENDO CONCLUIR A LICENCIATURA EM DIREITO.";"0";"Anulação da matrícula  Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"38814";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: EX.??? SENHORES, VENHO POR ESTE MEIO PEDIR A ANULACAO DA MATRICULA POIS INFELIZMENTE POR MOTIVOS FINANCEIROS NAO PODEREI PROSSEGUIR A CONTINUACAO DOS ESTUDOS NESTA MESMA FACULDADE.  GRATA DA MELHOR COMPREENSAO.";"0";"Anulação Da Matrícula Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"41421";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: POR MOTIVOS PESSOAIS E DE CARATER FINANCEIRO VENHO POR ESTE MEIO REQUERER A ANULACAO DA MATRICULA 2019/2020 DO CURSO DE LICENCIATURA EM GESTAO.";"0";"Anulacao da matricula  Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"40580";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: PESSOAL";"0";"Anulação de Matricula Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"41213";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: NAO REAPROVEITAMENTO DE CADEIRAS FEITAS NO BRASIL.";"0";"Anulação de matricula Motivo";"ANULACAO";"Não identificação com a Universidade";"NAO IDENTIFICACAO COM A UNIVERSIDADE"
"38080";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA 2019/2020 MOTIVO: PELA RAZAO DE NAO REUNIR OS REQUISITOS PARA CONTINUAR COM A BOLSA DE ESTUDO. SOLICITO A ANULACAO DAS FATURAS EMITIDAS EM 2 DE SETEMBRO DE 2019. OBRIGADO";"0";"Anulação da matricula 2019/2020 Motivo";"ANULACAO";"Motivo financeiro";"MOTIVOS FINANCEIROS"
"41593";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: MOTIVOS PESSOAIS. SOLICITO AINDA O REEMBOLSO DO DINHEIRO PAGO NA INSCRICAO BEM COMO DA MENSALIDADE, OBRIGADO.";"0";"Anulação da matricula Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"34077";"2018/2019";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: PROJETO DE INVESTIGACAO INICIADO COM UM DOCENTE QUE DEIXARA DE FAZER PARTE DA EQUIPA DE PROFESSORES DA UPT.";"0";"Anulação da Matricula  Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"41323";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: VOU ANULAR A MATRICULA POR ENTRADA NOUTRA UNIVERSIDADE. PEDIA TAMBEM SE POSSIVEL O REEMBOLSO DA PROPINA DE SETEMBRO.";"0";"Anulação de matrícula  Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"38987";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULAR A MINHA MATRICULA MOTIVO: TRANSFERENCIA PARA OUTRA INSTITUICAO; INSCRITA NOUTRA FACULDADE.";"0";""Anular a minha matrícula  Motivo";""ANULAR";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"41301";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: PELO MOTIVO DE TER ENTRADO NA FACULDADE PUBLICA";"0";"Anulação de matricula Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"41965";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"PEDIDO DE ANULACAO DA MATRICULA MOTIVO: POR MOTIVO DE ALTERACAO NO MEU PERCURSO ACADEMICO SOLICITO A ANULACAO DA MATRICULA NA LICENCIATURA DE RELACOES INTERNACIONAIS NA QUAL ME ENCONTRO INSCRITO";"0";"Pedido de anulação da matricula Motivo";"PEDIDO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"41579";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DE MATRICULA MOTIVO: ENTRADA NO ENSINO SUPERIOR PUBLICO, SOLICITO REEMBOLSO DO VALOR DA MATRICULA BEM COMO A PROPINA DE SETEMBRO. SOLICITO AINDA QUE O CUSTO DA ANULACAO DA MATRICULA SEJA DEDUZIDO NO VALOR A REEMBOLSAR";"0";"Anulação de Matrícula Motivo";"ANULACAO";"Outro";"OUTROS ACIMA NAO IDENTIFICADOS"
"41953";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA MOTIVO: ENTRADA NA FACULDADE DE LETRAS DA UNIVERSIDADE DO PORTO, ATRAVES DO CONCURSO NACIONAL DO DGES.";"0";"Anulação da Matricula  Motivo";"ANULACAO";"Motivação Pessoal";"MOTIVACAO PESSOAL"
"41582";"2019/2020";"NULL";"Deferido";"NULL";"Despachado";"ANULACAO DA MATRICULA - MUDANCA DE INSTITUICAO MOTIVO: REALIZEI A MATRICULA NA UNIVERSIDADE PORTUCALENSE INFANTE D. HENRIQUE, ENTRETANTO ACABEI POR ENTRAR NUMA UNIVERSIDADE PUBLICA EM BRAGANCA (IPB), NAO FREQUENTANDO QUALQUER AULA NO PORTO. DESEJO, ENTAO ANULAR A MATRICULA NA UPT. INFELIZMENTE, DEVIDO A OUTROS ASSUNTOS, COMO ARRANJAR CASA, MATRICULA, VIAGENS, ENTRE OUTROS, NAO ME OCORREU TRATAR DESTE ASSUNTO MAIS CEDO, QUERO DESTE MODO PEDIR DESCULPA PELA MINHA FALHA. POR BAIXO DEIXO ALGUMAS INFORMACOES CASO SEJA NECESSARIO.  ALUNO: 41582 NIB: 0018 000348048698020 67  TELEFONE: 939825806";"0";"Anulação da matrícula - Mudança de instituição Motivo";"ANULACAO";"Mudança Instituição";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"43293";"2021/2022";"2";"Deferido";"Opção por outra Universidade a que também me candidatei";"Despachado";"ANULACAO TOTAL DA MATRICULA ,L RETROATIVOS A 12/10 MOTIVO: MUDANCA DE ESTABELECIMENTO DE ENSINO. RETROATIVOS A INICIO DE OUTUBRO.~TODAS AS FATURAS EMITIDAS DEVEM SER ANULADAS, NAO HA LUGAR A QUALQUER PAGAMENTO, POIS O ALUNO NAO INICIOU O ANO LETIVO";"0";"Anulação total da matricula ,l retroativos a 12/10 Motivo";"ANULACAO";"Opção por outra Universidade a que também me candidatei";"OPCAO POR OUTRA UNIVERSIDADE A QUE TAMBEM ME CANDIDATEI"
"44868";"2021/2022";"9";"Indeferido";"Outros acima não identificados";"Despachado";"PEDIDO DA ANULACAO DA MATRICULA MOTIVO: BOA TARDE,VEM POR ESTE MEIO SOLICITAR A ANULACAO DA MINHA MATRICULA, VISTO QUE POR MA INFORMACAO DADA PELO VOSSO FUNCIONARIO MIGUEL,O ALUNO NAO INCIOU AS AULAS NO INCIO DO ANO LETIVO,O MESMO TEVE DE ENTRAR COMO ALUNO EXTERNO JA COM UM ATRASO CONSIDERAVEL NAS AULAS,O QUE O IMPOSSIBILITOU DE ACOMPANHAR OS SEUS COLEGAS E COMPREMETEU ASSIM O INCIOU DO SEU ANO LETIVO, E SOLICITADO QUE NAO ME SEJA COBRADO O VALOR DAS PROPINAS DE SETEMBRO,OUTUBRO E NOVEMBRO,VISTO QUE SO DEI ENTRADA NO DIA 2 DE NOVEMBRO E SO ATENDI A DOIS DIAS DE AULAS. OBRIGADO.";"0";"Pedido da Anulação da matrícula  Motivo";"PEDIDO";"Outros acima não identificados";"OUTROS ACIMA NAO IDENTIFICADOS"
"44855";"2021/2022";"3";"Deferido";"Não identificação com o curso";"Despachado";"ANULACAO DA MATRICULA MOTIVO: EFETUO O REQUERIMENTO RELATIVO A ANULACAO DA MATRICULA NO PRESENTE ANO LETIVO, DEVIDO A NAO IDENTIFICACAO COM O CURSO FREQUENTADO.";"0";"Anulação da matrícula Motivo";"ANULACAO";"Não identificação com o curso";"NAO IDENTIFICACAO COM O CURSO"
